,date,product_id,city_id,orders
235,2018-10-05,1288,20,22
236,2018-08-24,4576,22,3
237,2019-12-09,5489,13,23
238,2018-08-24,496,26,1
239,2019-02-19,4823,18,26
240,2019-08-09,4938,28,2
241,2019-07-25,582,26,8
242,2018-11-20,5450,13,1
243,2019-11-29,5939,14,183
244,2019-11-13,2691,25,1
245,2019-07-28,2185,13,6
246,2019-12-10,2253,13,46
247,2019-12-06,7148,16,29
248,2019-01-04,3614,29,1
249,2018-12-14,2265,25,1
250,2019-02-16,2611,13,11
251,2018-11-14,7239,22,1
252,2019-01-25,792,25,1
253,2018-10-13,3793,22,32
254,2019-05-07,5329,21,1
255,2018-10-30,4794,14,5
256,2019-07-28,4814,14,1
257,2019-05-03,1364,30,2
258,2019-11-04,1775,25,1
259,2019-12-10,7246,13,1
260,2019-02-04,4483,25,1
261,2018-11-10,3505,14,3
262,2018-11-14,4667,9,1
263,2019-11-03,6694,25,2
264,2019-04-26,1182,0,3
265,2019-04-28,2850,16,6
266,2019-12-11,972,13,1
267,2019-07-18,2372,23,1
268,2018-11-14,6642,4,1
269,2019-03-21,6567,25,1
270,2019-11-23,704,13,10
271,2019-10-20,5281,18,1
272,2019-10-22,3995,18,58
273,2019-11-03,149,14,24
274,2019-01-22,5618,21,3
275,2019-01-12,4850,26,3
276,2019-11-18,5004,25,21
277,2018-11-21,2017,11,3
278,2019-06-08,5024,21,4
279,2019-12-05,2884,2,19
280,2018-08-18,6716,16,2
281,2019-06-17,4379,4,1
282,2019-10-27,1517,13,1
283,2018-10-17,390,9,5
284,2018-07-27,3635,16,48
285,2018-10-19,6619,4,1
286,2019-08-10,2850,16,1
287,2018-12-15,6368,25,1
288,2019-06-24,5618,21,3
289,2019-11-21,483,14,3
290,2018-12-05,4254,16,37
291,2018-11-20,5009,28,12
292,2018-09-02,1455,0,1
293,2018-09-12,3151,26,1
294,2018-12-02,3601,9,1
295,2018-10-29,3012,18,3
296,2018-12-05,3601,9,2
297,2019-12-02,5653,17,4
298,2018-12-12,3748,17,11
299,2019-05-02,6438,24,8
300,2019-05-31,2981,26,1004
301,2018-08-18,2301,14,1
302,2018-10-05,2012,8,32
303,2019-06-01,1069,27,7
304,2018-09-15,438,22,12
305,2019-07-05,25,18,1
306,2019-08-01,820,30,2
307,2018-12-06,3034,0,1
308,2018-07-27,664,24,15
309,2019-08-14,4352,16,1
310,2018-11-20,1533,18,8
311,2018-10-31,7430,1,2
312,2018-09-14,7011,9,11
313,2018-12-29,5118,13,125
314,2018-10-06,4845,22,4
315,2018-11-10,3345,13,23
316,2019-01-24,4173,23,2
317,2018-08-31,3088,14,106
318,2019-07-17,7223,2,28
319,2018-07-10,6283,14,2
320,2019-04-28,5631,24,1
321,2019-12-04,2981,26,461
322,2019-06-23,652,25,5
323,2018-11-19,583,22,2
324,2018-12-14,1238,13,7
325,2019-06-13,7057,2,6
326,2019-10-29,1675,4,2
327,2019-03-26,6115,22,63
328,2019-11-20,7467,23,2
329,2019-03-05,5347,3,5
330,2019-03-02,2432,22,3
331,2019-10-21,6729,14,1
332,2019-07-02,1467,22,63
333,2019-10-31,1494,25,71
334,2019-10-27,1130,14,48
335,2018-09-05,45,13,38
336,2018-11-30,4192,14,26
337,2019-07-15,4180,16,1
338,2018-12-05,3862,9,1
339,2019-12-05,6135,28,1
340,2019-11-02,2088,26,8
341,2019-05-04,1097,26,17
342,2019-07-31,4509,22,4
343,2019-03-22,3064,8,2
344,2018-12-22,7510,16,4
345,2018-07-26,6857,18,61
346,2018-11-10,2215,16,1
347,2019-01-16,1881,14,4
348,2019-02-09,1848,14,135
349,2018-09-02,5819,25,4
350,2019-10-26,1730,16,2
351,2018-12-23,2056,28,1
352,2018-12-03,27,10,40
353,2018-08-08,2284,9,8
354,2019-06-12,1739,22,1
355,2019-09-18,6779,10,3
356,2018-09-13,2148,28,11
357,2019-02-09,532,18,1
358,2019-01-19,6295,3,44
359,2019-03-23,3339,22,38
360,2019-03-23,435,7,2
361,2018-10-13,124,26,2
362,2019-10-10,3734,4,25
363,2019-01-09,6860,26,1
364,2019-03-26,5687,13,11
365,2018-07-18,6248,4,2
366,2019-07-22,2307,4,6
367,2018-12-18,3678,13,1
368,2019-07-31,83,25,3
369,2019-01-02,2357,14,60
370,2019-01-23,4573,2,3
371,2019-12-02,820,30,8
372,2019-03-05,6933,25,34
373,2019-07-14,1672,11,5
374,2018-12-16,4595,13,1
375,2019-07-14,2002,1,3
376,2018-09-01,5738,13,22
377,2019-01-25,2876,1,1
378,2019-03-18,585,17,25
379,2019-10-11,2381,18,23
380,2019-08-10,1005,14,1
381,2019-04-12,2837,18,149
382,2018-09-30,1935,2,48
383,2019-11-28,820,30,6
384,2018-12-27,2367,0,2
385,2018-07-24,4306,14,11
386,2019-07-09,1935,2,37
387,2019-02-02,2897,26,1
388,2019-01-19,4075,18,25
389,2018-10-25,2911,26,2
390,2018-11-04,7526,14,5
391,2019-10-21,2524,13,2
392,2019-05-04,4508,13,1
393,2019-05-19,2271,3,28
394,2018-12-16,7034,13,1
395,2019-08-06,7300,9,46
396,2019-10-25,107,4,3
397,2019-06-25,6435,13,1
398,2019-07-19,2307,4,9
399,2019-10-13,149,14,37
400,2019-04-18,5119,0,1
401,2018-12-31,7508,16,5
402,2018-11-05,4347,25,131
403,2018-12-03,639,27,1
404,2019-07-12,841,0,2
405,2019-07-26,4207,0,1
406,2018-11-20,1081,22,1
407,2019-07-23,5970,26,1
408,2019-05-31,1341,13,8
409,2018-09-07,6478,2,2
410,2019-05-17,6309,29,2
411,2019-12-11,3179,22,16
412,2018-10-10,6302,25,1
413,2019-08-01,836,0,1
414,2018-11-20,1670,26,15
415,2018-09-07,1191,13,47
416,2019-08-02,664,24,1
417,2018-12-16,1361,20,1
418,2019-07-16,3553,0,1
419,2018-08-22,7430,1,1
420,2018-08-07,7288,14,5
421,2019-07-05,5970,26,1
422,2019-11-24,6717,3,1
423,2019-08-14,5670,28,1
424,2019-10-12,637,26,1
425,2018-10-09,4944,26,9
426,2019-11-01,6487,30,6
427,2019-05-27,6072,26,60
428,2018-07-14,4183,22,8
429,2019-11-11,2746,22,6
430,2019-10-20,6336,23,13
431,2019-09-13,5012,13,3
432,2019-11-18,3098,28,6
433,2019-08-15,5770,14,1
434,2019-02-15,890,13,2
435,2018-10-20,4847,26,9
436,2019-10-11,983,25,45
437,2019-08-04,2830,14,21
438,2018-12-31,1985,14,45
439,2019-11-21,7224,25,1
440,2018-10-31,4382,23,5
441,2019-02-15,2906,16,2
442,2019-06-04,963,13,1
443,2018-09-21,873,25,16
444,2019-07-24,6115,22,29
445,2019-10-14,4192,14,59
446,2019-06-28,5430,14,7
447,2019-01-18,621,22,25
448,2018-12-07,1933,21,17
449,2019-03-24,4523,13,1
450,2018-09-30,3532,25,5
451,2018-12-23,7078,22,6
452,2018-11-05,7450,21,4
453,2019-12-13,3860,22,1
454,2019-10-15,1766,22,15
455,2018-09-08,5330,26,6
456,2018-12-04,1622,9,4
457,2019-10-12,4347,25,195
458,2019-08-02,5742,26,1
459,2019-05-02,3803,21,2
460,2019-01-25,5508,14,9
461,2019-10-20,5125,3,3
462,2018-09-14,626,13,1
463,2018-11-21,1945,9,3
464,2018-09-26,4895,29,1
465,2018-09-13,6566,18,8
466,2018-12-11,4203,22,26
467,2018-07-14,1114,13,90
468,2019-02-14,7140,18,20
469,2019-11-15,5549,28,2
470,2019-11-22,3125,1,69
471,2018-11-05,6430,13,1
472,2019-11-05,7464,0,3
473,2019-05-15,1896,25,4
474,2019-11-01,3967,2,12
475,2019-07-25,2898,18,98
476,2019-04-04,5979,21,2
477,2018-08-08,383,25,22
478,2018-12-22,711,30,3
479,2019-10-11,5116,14,32
480,2019-02-06,3835,9,2
481,2019-02-16,1115,30,1
482,2019-03-29,6791,9,1
483,2019-10-30,5407,13,64
484,2019-02-09,2123,16,1
485,2019-10-11,6941,30,1
486,2019-05-20,5822,13,3
487,2019-04-18,6095,9,1
488,2019-10-30,6663,4,1
489,2018-12-02,3247,0,3
490,2019-06-21,2254,16,4
491,2019-10-20,2597,0,2
492,2019-06-24,2306,14,12
493,2019-06-04,2053,13,1
494,2019-03-05,4733,12,2
495,2018-11-09,7148,16,11
496,2019-03-16,3562,23,1
497,2018-11-26,4667,9,1
498,2018-08-07,3508,28,1
499,2018-09-28,1225,13,40
500,2019-07-25,5371,22,15
501,2019-01-24,1881,14,14
502,2019-06-19,1232,14,8
503,2018-12-02,25,18,1
504,2019-04-23,5280,23,8
505,2019-12-12,2585,25,1
506,2019-03-06,2259,30,1
507,2018-12-26,1047,30,1
508,2019-08-17,77,25,1
509,2019-07-10,7269,30,2
510,2019-04-04,5953,13,34
511,2018-12-02,1403,29,3
512,2019-12-12,4968,28,2
513,2019-10-30,6975,3,3
514,2019-08-03,4207,0,1
515,2019-06-22,4611,26,8
516,2018-12-09,3953,13,1
517,2019-01-06,6671,20,28
518,2018-07-26,50,2,15
519,2019-11-01,6377,14,4
520,2019-04-03,4921,24,2
521,2018-08-23,5482,25,7
522,2019-10-30,2416,26,1
523,2019-06-18,3629,9,4
524,2019-12-01,370,13,7
525,2019-06-13,2249,20,2
526,2018-09-29,6671,20,15
527,2019-08-01,2811,13,2
528,2019-11-17,7015,26,3
529,2019-07-30,5698,0,1
530,2018-08-22,6007,27,1
531,2019-07-31,4639,0,5
532,2019-10-17,3250,27,3
533,2019-01-22,6291,27,1
534,2019-01-23,5615,23,1
535,2019-10-26,7318,25,1
536,2019-04-24,1140,26,2
537,2019-06-29,2563,18,14
538,2018-08-24,4885,16,25
539,2019-12-08,2831,16,4
540,2018-09-26,7350,16,23
541,2018-12-10,2457,3,13
542,2019-06-10,2652,18,69
543,2019-12-05,3944,13,1
544,2018-08-01,3222,25,7
545,2019-01-21,5280,23,3
546,2018-12-22,882,22,1
547,2019-06-21,793,29,3
548,2019-11-03,5917,2,59
549,2018-11-11,6656,26,10
550,2019-07-05,5115,2,121
551,2019-06-27,6756,17,2
552,2019-02-04,5955,16,3
553,2019-05-29,2381,18,4
554,2019-12-11,873,25,26
555,2019-08-15,3422,13,2
556,2019-03-14,2422,18,3
557,2019-01-22,2811,13,9
558,2019-06-26,2416,26,2
559,2019-11-16,5860,25,2
560,2018-08-04,358,10,15
561,2019-08-18,6212,7,12
562,2018-12-01,348,25,4
563,2019-04-11,7294,1,2
564,2019-03-08,4195,26,8
565,2019-04-29,888,20,5
566,2019-04-29,3646,14,63
567,2019-11-15,2457,3,24
568,2019-12-01,4505,25,1
569,2019-02-18,5795,14,4
570,2018-12-18,2687,25,31
571,2018-09-18,5421,9,1
572,2019-07-03,4191,16,3
573,2018-12-16,5778,24,1
574,2019-11-13,5639,25,4
575,2018-09-27,4627,26,1
576,2019-10-11,202,2,3
577,2018-07-22,2974,26,15
578,2019-06-28,5922,25,2
579,2018-08-13,7059,14,31
580,2018-09-29,5965,13,2
581,2019-06-18,731,21,1
582,2019-07-22,1031,0,1
583,2019-05-17,2589,20,2
584,2018-12-16,1520,26,168
585,2018-07-16,5738,13,39
586,2019-06-26,2563,18,8
587,2019-10-30,6153,22,6
588,2019-05-21,3055,6,1
589,2019-01-02,1757,26,1
590,2018-08-14,3197,17,27
591,2019-10-15,5386,25,2
592,2018-12-05,2471,25,1
593,2018-11-17,2973,26,7
594,2019-04-14,547,4,86
595,2018-09-21,5407,13,25
596,2019-08-05,6091,25,92
597,2018-10-18,4846,1,1
598,2018-09-07,1134,13,19
599,2019-06-05,2373,13,16
600,2019-10-18,3464,0,2
601,2019-11-24,6592,25,12
602,2018-07-15,3497,26,234
603,2018-12-11,7435,22,2
604,2019-12-05,5708,26,1
605,2018-11-19,5452,26,12
606,2018-11-24,2870,25,8
607,2019-05-27,3685,0,1
608,2019-04-10,5301,13,1
609,2018-10-21,1933,21,19
610,2018-10-01,457,16,2
611,2019-01-30,1284,17,11
612,2019-01-26,7354,25,2
613,2019-04-20,7430,1,2
614,2018-08-14,5941,25,2
615,2018-10-19,2846,22,3
616,2019-02-09,5733,25,2
617,2019-06-27,5517,22,4
618,2019-10-14,1140,26,2
619,2018-09-24,7450,21,4
620,2019-03-21,3220,28,1
621,2018-10-12,6011,9,4
622,2018-09-21,3234,25,2
623,2018-09-13,4597,3,2
624,2018-11-09,1737,1,8
625,2018-10-05,5849,26,5
626,2019-12-07,6668,28,1
627,2018-08-01,4568,13,138
628,2019-08-03,5823,27,1
629,2019-01-15,7138,28,1
630,2018-11-29,6850,1,1
631,2019-06-30,4323,4,7
632,2018-11-22,3923,14,1
633,2018-12-26,4601,26,2
634,2018-10-08,1958,17,3
635,2018-11-11,6295,3,84
636,2018-11-01,1744,13,4
637,2019-02-15,957,22,4
638,2018-08-10,6608,22,5
639,2019-11-04,7198,13,1
640,2018-11-03,3161,21,1
641,2019-08-12,3034,0,1
642,2018-08-21,594,22,13
643,2019-05-31,7561,21,1
644,2019-01-29,4065,16,1
645,2019-02-11,6091,25,40
646,2018-09-01,7399,0,39
647,2018-09-05,6556,23,2
648,2018-10-08,564,25,1
649,2019-02-05,6976,22,19
650,2019-05-21,5626,22,1
651,2019-12-12,763,26,25
652,2019-10-29,2306,14,9
653,2019-02-27,6937,13,14
654,2019-04-22,14,2,1
655,2019-10-07,4419,27,8
656,2018-10-28,5687,13,15
657,2019-01-26,7025,14,56
658,2018-09-18,5266,22,1
659,2019-06-01,3140,26,2
660,2019-04-01,6599,23,1
661,2019-11-25,3042,28,1
662,2019-07-08,6290,23,1
663,2018-11-19,3761,16,1
664,2018-11-05,6543,9,1
665,2018-09-29,146,16,5
666,2019-03-19,7429,13,1
667,2018-10-18,687,14,1
668,2019-11-01,6937,13,38
669,2018-10-31,1647,4,1
670,2018-10-24,3051,7,2
671,2019-10-31,5544,25,3
672,2019-09-18,779,16,1
673,2019-01-25,6215,22,8
674,2018-08-31,4867,9,5
675,2018-12-05,4038,27,1
676,2018-09-27,6264,25,11
677,2019-03-04,1503,21,1
678,2018-10-02,6293,14,32
679,2019-11-11,4068,25,5
680,2019-11-17,4111,18,2
681,2018-09-08,6483,28,2
682,2019-07-24,3837,25,6
683,2018-10-06,5957,26,2
684,2019-08-09,4981,22,3
685,2019-02-28,212,13,1
686,2018-12-29,1715,16,1
687,2019-10-13,2242,8,4
688,2019-04-06,2154,26,4
689,2019-06-18,4530,26,108
690,2018-12-16,3799,20,3
691,2019-06-22,1917,0,2
692,2019-02-18,7419,16,1
693,2019-07-26,2271,3,60
694,2019-06-26,523,30,1
695,2018-10-01,7294,1,2
696,2019-03-19,6065,18,2
697,2019-10-10,3582,26,2
698,2018-10-03,7567,22,1
699,2018-10-06,1160,13,6
700,2019-10-23,2669,25,20
701,2018-11-25,6806,26,1
702,2019-08-16,2393,27,2
703,2019-08-02,5187,22,4
704,2019-11-12,468,0,5
705,2018-10-21,7099,26,4
706,2019-01-04,3667,13,11
707,2019-07-06,2247,16,9
708,2019-06-05,5004,25,5
709,2018-11-21,3916,27,2
710,2019-02-28,128,12,1
711,2019-07-13,6201,0,3
712,2019-02-10,5290,3,8
713,2018-10-14,4269,22,2
714,2019-08-07,4659,1,1
715,2018-07-26,1667,25,9
716,2018-11-02,888,20,8
717,2019-07-24,1584,0,3
718,2018-10-09,2639,28,1
719,2018-11-14,5965,13,10
720,2019-04-01,6212,7,3
721,2019-06-13,1944,11,6
722,2019-10-16,498,0,1
723,2018-12-07,2879,3,1
724,2019-06-16,2415,22,1
725,2018-08-08,7556,7,5
726,2019-10-20,5794,6,1
727,2019-10-20,1932,18,6
728,2019-11-07,6531,26,1
729,2018-12-15,4478,26,1
730,2019-06-22,2607,22,1
731,2019-04-23,2598,0,6
732,2019-08-15,5143,16,2
733,2019-07-10,3081,30,5
734,2018-12-21,1557,30,1
735,2018-12-20,1445,9,60
736,2018-12-23,1365,26,1
737,2019-04-24,668,2,3
738,2019-05-27,7585,27,2
739,2019-08-06,1673,13,2
740,2019-08-05,709,16,220
741,2019-11-10,7318,25,1
742,2018-07-15,3627,13,21
743,2019-11-11,888,20,44
744,2019-06-10,5728,9,1
745,2019-05-18,6910,21,1
746,2019-02-01,6632,22,5
747,2018-08-06,2490,7,9
748,2019-01-12,920,14,1
749,2019-05-31,4984,25,3
750,2018-09-18,6430,13,2
751,2018-12-10,1603,16,1
752,2019-06-21,6174,3,12
753,2018-11-30,5618,21,13
754,2019-05-03,2323,25,122
755,2019-07-07,4457,22,30
756,2018-08-30,7011,9,6
757,2019-11-11,5848,13,4
758,2019-01-03,2306,14,2
759,2019-11-23,6534,14,4
760,2019-10-31,6215,22,7
761,2019-04-16,2800,13,1
762,2018-08-12,5058,2,2
763,2018-11-25,1467,22,90
764,2019-07-26,6850,1,2
765,2018-11-01,3913,13,7
766,2018-07-13,3454,14,8
767,2019-11-30,5117,27,2
768,2018-12-30,4990,1,2
769,2019-08-09,408,9,2
770,2018-09-10,6095,9,1
771,2019-06-17,2897,26,1
772,2018-11-05,6845,13,3
773,2019-11-23,1479,16,3
774,2019-08-17,2459,0,8
775,2019-05-27,5968,13,11
776,2019-08-18,704,13,10
777,2018-12-23,3833,26,212
778,2018-12-13,2235,16,14
779,2019-07-31,6174,3,4
780,2018-11-07,702,6,2
781,2019-10-12,7425,22,9
782,2019-02-08,2331,26,69
783,2019-08-11,582,26,3
784,2019-11-07,3076,18,11
785,2019-11-28,7427,28,1
786,2018-08-21,888,20,6
787,2019-07-19,5371,22,8
788,2018-11-03,3635,16,46
789,2019-02-02,3741,25,4
790,2019-11-02,6369,23,1
791,2019-06-30,4590,22,1
792,2019-03-31,5843,9,1
793,2019-08-19,5448,1,12
794,2019-08-17,2823,14,1
795,2019-04-26,2958,21,5
796,2019-07-12,5393,9,1
797,2019-03-17,4392,26,8
798,2018-07-23,154,26,4
799,2019-12-01,7382,30,36
800,2018-12-06,586,28,3
801,2018-12-17,630,10,12
802,2018-10-23,5361,28,3
803,2019-11-09,5296,0,30
804,2018-10-03,3691,17,1
805,2019-11-28,6339,26,7
806,2019-07-13,3576,25,85
807,2019-11-17,7367,22,1
808,2019-03-04,995,25,1
809,2019-10-18,5371,22,17
810,2019-06-25,1187,2,45
811,2018-11-03,2430,23,8
812,2019-03-28,1719,2,79
813,2019-06-12,12,25,1
814,2019-06-13,6438,24,8
815,2019-12-08,3659,20,4
816,2019-02-15,6634,25,5
817,2019-10-20,3271,0,1
818,2018-11-06,6941,30,9
819,2019-03-22,1363,20,1
820,2019-07-27,7239,22,2
821,2018-12-07,4996,5,6
822,2018-07-21,868,18,25
823,2019-08-05,2864,18,1
824,2018-09-24,7384,5,9
825,2019-03-25,4691,14,1
826,2018-09-22,944,28,1
827,2019-07-05,2807,26,24
828,2019-04-22,6933,25,43
829,2019-09-18,287,6,4
830,2019-03-14,3047,4,4
831,2019-06-20,652,25,5
832,2019-01-11,4445,25,1
833,2019-11-04,6695,9,5
834,2018-07-27,398,22,8
835,2019-04-27,2736,25,5
836,2018-07-17,2430,23,4
837,2018-12-15,5407,13,68
838,2019-11-23,4191,16,1
839,2018-09-23,5284,25,1
840,2019-03-29,2837,18,131
841,2019-11-17,5250,3,13
842,2018-07-23,2190,14,3
843,2019-02-14,4627,26,5
844,2019-04-03,4635,22,5
845,2019-02-27,5363,23,1
846,2018-09-02,4457,22,80
847,2019-08-17,6253,30,1
848,2019-07-11,3524,25,99
849,2019-10-10,2232,18,23
850,2018-12-28,383,25,15
851,2019-07-09,6128,22,1
852,2018-09-04,2706,9,8
853,2019-08-11,7430,1,1
854,2019-07-12,4030,0,2
855,2018-08-06,4809,14,1
856,2019-10-18,4594,22,6
857,2019-01-20,1811,25,6
858,2019-07-13,2465,29,1
859,2018-10-01,7331,17,1
860,2019-07-05,4018,13,6
861,2019-07-23,4870,16,21
862,2018-11-03,1404,21,1
863,2019-03-14,3241,26,1
864,2019-04-20,5203,27,1
865,2018-10-13,803,23,3
866,2019-11-27,1307,1,7
867,2019-12-16,335,13,3
868,2018-09-01,3679,6,2
869,2018-12-30,2542,0,2
870,2019-08-10,3800,16,2
871,2018-12-26,7378,21,8
872,2019-08-12,393,3,85
873,2019-07-20,6933,25,8
874,2019-05-26,2430,23,17
875,2018-11-01,4495,28,1
876,2019-11-05,5848,13,2
877,2018-11-30,7175,24,7
878,2019-04-30,7510,16,5
879,2019-11-02,398,22,12
880,2019-10-25,1527,13,2
